Bulan,Product Name,Customer Name,Jenis Produk,Total Penjualan
4,Scottish Longbreads,Cactus Comidas para llevar,Confections,75
4,Tourtière,Suprêmes délices,Meat/Poultry,74.5
4,Tunnbröd,Laughing Bacchus Wine Cellars,Grains/Cereals,72
4,Chai,The Cracker Box,Beverages,72
4,Filo Mix,The Cracker Box,Grains/Cereals,70
4,Mozzarella di Giovanni,The Big Cheese,Dairy Products,69.6
4,Outback Lager,Godos Cocina Típica,Beverages,60
4,Konbu,Ottilies Käseladen,Seafood,60
4,Zaanse koeken,Familia Arquibaldo,Confections,57
4,Singaporean Hokkien Fried Mee,Romero y tomillo,Grains/Cereals,56
4,Steeleye Stout,Cactus Comidas para llevar,Beverages,54
4,Guaraná Fantástica,Godos Cocina Típica,Beverages,54
4,Guaraná Fantástica,Wolski  Zajazd,Beverages,54
4,Original Frankfurter grüne Soße,Laughing Bacchus Wine Cellars,Condiments,52
4,Guaraná Fantástica,La maison d'Asie,Beverages,45
4,Guaraná Fantástica,Reggiani Caseifici,Beverages,45
4,Guaraná Fantástica,Familia Arquibaldo,Beverages,45
4,Konbu,Drachenblut Delikatessen,Seafood,42
4,Filo Mix,North/South,Grains/Cereals,42
4,Geitost,QUICK-Stop,Dairy Products,40
4,Maxilaku,Rancho grande,Confections,40
4,Geitost,Bottom-Dollar Markets,Dairy Products,37.5
4,Guaraná Fantástica,Santé Gourmet,Beverages,36
4,Chai,Wilman Kala,Beverages,36
4,Spegesild,Rancho grande,Seafood,36
4,Sir Rodney's Scones,Blauer See Delikatessen,Confections,30
4,Geitost,Cactus Comidas para llevar,Dairy Products,25
4,Scottish Longbreads,Romero y tomillo,Confections,25
4,Guaraná Fantástica,Tortuga Restaurante,Beverages,22.5
4,Filo Mix,Suprêmes délices,Grains/Cereals,14
5,Côte de Blaye,QUICK-Stop,Beverages,7905
5,Wimmers gute Semmelknödel,Ernst Handel,Grains/Cereals,4322.5
5,Alice Mutton,Save-a-lot Markets,Meat/Poultry,3003
5,Ipoh Coffee,Berglunds snabbköp,Beverages,2760
5,Manjimup Dried Apples,QUICK-Stop,Produce,2544
5,Tarte au sucre,Victuailles en stock,Confections,1972
5,Ipoh Coffee,Queen Cozinha,Beverages,1656
5,Alice Mutton,Piccolo und mehr,Meat/Poultry,1560
5,Gumbär Gummibärchen,QUICK-Stop,Confections,1249.2
5,Sir Rodney's Marmalade,Seven Seas Imports,Confections,1215
5,Camembert Pierrot,Lehmanns Marktstand,Dairy Products,1190
5,Ipoh Coffee,Piccolo und mehr,Beverages,1150
5,Inlagd Sill,Seven Seas Imports,Seafood,1140
5,Gnocchi di nonna Alice,Wartian Herkku,Grains/Cereals,1140
5,Queso Manchego La Pastora,LILA-Supermercado,Dairy Products,1140
5,Chef Anton's Cajun Seasoning,Folk och fä HB,Condiments,1100
5,Chef Anton's Cajun Seasoning,QUICK-Stop,Condiments,1100
5,Côte de Blaye,Hanari Carnes,Beverages,1054
5,Queso Cabrales,Antonio Moreno Taquería,Dairy Products,1050
5,Tarte au sucre,Ottilies Käseladen,Confections,986
5,Alice Mutton,Seven Seas Imports,Meat/Poultry,975
5,Rogede sild,QUICK-Stop,Seafood,950
5,Lakkalikööri,Piccolo und mehr,Beverages,900
5,Mozzarella di Giovanni,Folk och fä HB,Dairy Products,835.2
5,Raclette Courdavault,Antonio Moreno Taquería,Dairy Products,825
5,Perth Pasties,Save-a-lot Markets,Meat/Poultry,820
5,Gula Malacca,Furia Bacalhau e Frutos do Mar,Condiments,778
5,Mascarpone Fabioli,Seven Seas Imports,Dairy Products,768
5,Louisiana Fiery Hot Pepper Sauce,Hanari Carnes,Condiments,757.8
5,Mozzarella di Giovanni,Richter Supermarkt,Dairy Products,730.8
5,Chai,Lehmanns Marktstand,Beverages,720
5,Pavlova,Furia Bacalhau e Frutos do Mar,Confections,698
5,Gorgonzola Telino,QUICK-Stop,Dairy Products,687.5
5,Scottish Longbreads,Save-a-lot Markets,Confections,687.5
5,Gudbrandsdalsost,HILARION-Abastos,Dairy Products,648
5,Tunnbröd,LILA-Supermercado,Grains/Cereals,630
5,Aniseed Syrup,QUICK-Stop,Condiments,600
5,Inlagd Sill,Bon app',Seafood,570
5,Inlagd Sill,QUICK-Stop,Seafood,570
5,Sirop d'érable,Piccolo und mehr,Condiments,570
5,Queso Manchego La Pastora,Lehmanns Marktstand,Dairy Products,570
5,Steeleye Stout,Victuailles en stock,Beverages,540
5,Pavlova,Lehmanns Marktstand,Confections,523.5
5,Pavlova,Ottilies Käseladen,Confections,523.5
5,Gustaf's Knäckebröd,Wartian Herkku,Grains/Cereals,504
5,Gorgonzola Telino,Lehmanns Marktstand,Dairy Products,500
5,Grandma's Boysenberry Spread,Bon app',Condiments,500
5,Sasquatch Ale,White Clover Markets,Beverages,490
5,Gravad lax,Seven Seas Imports,Seafood,468
5,Tofu,Bon app',Produce,465
5,Chang,Rattlesnake Canyon Grocery,Beverages,456
5,Uncle Bob's Organic Dried Pears,LILA-Supermercado,Produce,450
5,Scottish Longbreads,QUICK-Stop,Confections,437.5
5,Louisiana Hot Spiced Okra,Eastern Connection,Condiments,408
5,Nord-Ost Matjeshering,Eastern Connection,Seafood,388.35
5,Teatime Chocolate Biscuits,White Clover Markets,Confections,386.4
5,Jack's New England Clam Chowder,Ernst Handel,Seafood,386
5,Chang,Lehmanns Marktstand,Beverages,380
5,Gorgonzola Telino,Richter Supermarkt,Dairy Products,375
5,Gorgonzola Telino,Wartian Herkku,Dairy Products,375
5,Rössle Sauerkraut,Queen Cozinha,Produce,364.8
5,Original Frankfurter grüne Soße,Queen Cozinha,Condiments,364
5,Gudbrandsdalsost,Maison Dewey,Dairy Products,360
5,Chartreuse verte,Tortuga Restaurante,Beverages,360
5,Röd Kaviar,Folk och fä HB,Seafood,360
5,Spegesild,Richter Supermarkt,Seafood,360
5,Steeleye Stout,Furia Bacalhau e Frutos do Mar,Beverages,360
5,Valkoinen suklaa,Ernst Handel,Confections,357.5
5,Pâté chinois,Maison Dewey,Meat/Poultry,336
5,Rössle Sauerkraut,Lonesome Pine Restaurant,Produce,319.2
5,Manjimup Dried Apples,Richter Supermarkt,Produce,318
5,Queso Cabrales,Wartian Herkku,Dairy Products,315
5,Queso Cabrales,Königlich Essen,Dairy Products,315
5,Mozzarella di Giovanni,Great Lakes Food Market,Dairy Products,313.2
5,Alice Mutton,Godos Cocina Típica,Meat/Poultry,312
5,Uncle Bob's Organic Dried Pears,Victuailles en stock,Produce,300
5,Sirop d'érable,Godos Cocina Típica,Condiments,285
5,Boston Crab Meat,Bon app',Seafood,276
5,Escargots de Bourgogne,Richter Supermarkt,Seafood,265
5,Nord-Ost Matjeshering,Berglunds snabbköp,Seafood,258.9
5,Nord-Ost Matjeshering,Lehmanns Marktstand,Seafood,258.9
5,Scottish Longbreads,Maison Dewey,Confections,250
5,Pavlova,Simons bistro,Confections,244.3
5,Pavlova,Wartian Herkku,Confections,244.3
5,Rhönbräu Klosterbier,HILARION-Abastos,Beverages,232.5
5,Queso Cabrales,Lazy K Kountry Store,Dairy Products,210
5,Queso Cabrales,Pericles Comidas clásicas,Dairy Products,210
5,Flotemysost,Hanari Carnes,Dairy Products,193.5
5,Chang,Richter Supermarkt,Beverages,190
5,Boston Crab Meat,Antonio Moreno Taquería,Seafood,184
5,Boston Crab Meat,Lehmanns Marktstand,Seafood,184
5,Tunnbröd,Ottilies Käseladen,Grains/Cereals,180
5,Tourtière,Königlich Essen,Meat/Poultry,178.8
5,Guaraná Fantástica,Hanari Carnes,Beverages,157.5
5,Chang,Ernst Handel,Beverages,152
5,Sir Rodney's Scones,B's Beverages,Confections,150
5,Tourtière,LILA-Supermercado,Meat/Poultry,149
5,Chai,Wartian Herkku,Beverages,144
5,Sasquatch Ale,Toms Spezialitäten,Beverages,140
5,Jack's New England Clam Chowder,Toms Spezialitäten,Seafood,135.1
5,Röd Kaviar,Richter Supermarkt,Seafood,135
5,Original Frankfurter grüne Soße,Ottilies Käseladen,Condiments,130
5,Maxilaku,B's Beverages,Confections,120
5,Jack's New England Clam Chowder,Save-a-lot Markets,Seafood,115.8
5,Tourtière,Berglunds snabbköp,Meat/Poultry,111.75
5,Raclette Courdavault,Océano Atlántico Ltda.,Dairy Products,110
5,Steeleye Stout,Wartian Herkku,Beverages,108
5,Outback Lager,B's Beverages,Beverages,105
5,Nord-Ost Matjeshering,LILA-Supermercado,Seafood,103.56
5,Laughing Lumberjack Lager,Lonesome Pine Restaurant,Beverages,98
5,Ravioli Angelo,Antonio Moreno Taquería,Grains/Cereals,97.5
5,Pâté chinois,Save-a-lot Markets,Meat/Poultry,96
5,Teatime Chocolate Biscuits,Bon app',Confections,92
5,Teatime Chocolate Biscuits,Godos Cocina Típica,Confections,92
5,Guaraná Fantástica,Pericles Comidas clásicas,Beverages,90
5,Jack's New England Clam Chowder,Drachenblut Delikatessen,Seafood,86.85
5,Sir Rodney's Marmalade,Rattlesnake Canyon Grocery,Confections,81
5,Northwoods Cranberry Sauce,Rattlesnake Canyon Grocery,Condiments,80
5,Queso Manchego La Pastora,Rattlesnake Canyon Grocery,Dairy Products,76
5,Geitost,Lehmanns Marktstand,Dairy Products,75
5,Tourtière,Lehmanns Marktstand,Meat/Poultry,74.5
5,Camembert Pierrot,Rattlesnake Canyon Grocery,Dairy Products,68
5,Wimmers gute Semmelknödel,Rattlesnake Canyon Grocery,Grains/Cereals,66.5
5,Queso Cabrales,Great Lakes Food Market,Dairy Products,63
5,Ikura,Berglunds snabbköp,Seafood,62
5,Konbu,Wartian Herkku,Seafood,60
5,Konbu,LILA-Supermercado,Seafood,60
5,Sir Rodney's Scones,Godos Cocina Típica,Confections,60
5,Jack's New England Clam Chowder,Seven Seas Imports,Seafood,57.9
5,Pavlova,White Clover Markets,Confections,52.35
5,Pâté chinois,Rattlesnake Canyon Grocery,Meat/Poultry,48
5,Konbu,B's Beverages,Seafood,48
5,Aniseed Syrup,Rattlesnake Canyon Grocery,Condiments,40
5,Geitost,B's Beverages,Dairy Products,37.5
5,Lakkalikööri,Richter Supermarkt,Beverages,36
5,Chartreuse verte,Rattlesnake Canyon Grocery,Beverages,36
5,Spegesild,Rattlesnake Canyon Grocery,Seafood,36
5,Pavlova,Rattlesnake Canyon Grocery,Confections,34.9
5,Mozzarella di Giovanni,B's Beverages,Dairy Products,34.8
5,Mascarpone Fabioli,Rattlesnake Canyon Grocery,Dairy Products,32
5,Ikura,Rattlesnake Canyon Grocery,Seafood,31
5,Rhönbräu Klosterbier,Rattlesnake Canyon Grocery,Beverages,31
5,Röd Kaviar,Rattlesnake Canyon Grocery,Seafood,30
5,Uncle Bob's Organic Dried Pears,Rattlesnake Canyon Grocery,Produce,30
5,Jack's New England Clam Chowder,Rattlesnake Canyon Grocery,Seafood,28.95
5,Original Frankfurter grüne Soße,Rattlesnake Canyon Grocery,Condiments,26
5,Grandma's Boysenberry Spread,Rattlesnake Canyon Grocery,Condiments,25
5,Konbu,Rattlesnake Canyon Grocery,Seafood,24
5,Tofu,Rattlesnake Canyon Grocery,Produce,23.25
5,Chef Anton's Cajun Seasoning,Rattlesnake Canyon Grocery,Condiments,22
5,Geitost,Great Lakes Food Market,Dairy Products,20
5,Tunnbröd,Rattlesnake Canyon Grocery,Grains/Cereals,18
5,Louisiana Hot Spiced Okra,Rattlesnake Canyon Grocery,Condiments,17
5,Filo Mix,Rattlesnake Canyon Grocery,Grains/Cereals,14
6,Manjimup Dried Apples,Folk och fä HB,Produce,2650
6,Gnocchi di nonna Alice,Mère Paillarde,Grains/Cereals,2280
6,Raclette Courdavault,Hungry Owl All-Night Grocers,Dairy Products,2200
6,Gnocchi di nonna Alice,Save-a-lot Markets,Grains/Cereals,1520
6,Thüringer Rostbratwurst,Wartian Herkku,Meat/Poultry,1237.9
6,Carnarvon Tigers,Blondesddsl père et fils,Seafood,1125
6,Manjimup Dried Apples,Save-a-lot Markets,Produce,1060
6,Manjimup Dried Apples,Around the Horn,Produce,1060
6,Mozzarella di Giovanni,Morgenstern Gesundkost,Dairy Products,1044
6,Wimmers gute Semmelknödel,Lehmanns Marktstand,Grains/Cereals,997.5
6,Boston Crab Meat,Berglunds snabbköp,Seafood,920
6,Mozzarella di Giovanni,Simons bistro,Dairy Products,835.2
6,Perth Pasties,Antonio Moreno Taquería,Meat/Poultry,820
6,Camembert Pierrot,Wartian Herkku,Dairy Products,816
6,Gorgonzola Telino,Hungry Owl All-Night Grocers,Dairy Products,750
6,Tarte au sucre,Frankenversand,Confections,739.5
6,Queso Cabrales,Blondesddsl père et fils,Dairy Products,735
6,Alice Mutton,Antonio Moreno Taquería,Meat/Poultry,702
6,Tofu,Save-a-lot Markets,Produce,697.5
6,Raclette Courdavault,Morgenstern Gesundkost,Dairy Products,660
6,Louisiana Fiery Hot Pepper Sauce,Ottilies Käseladen,Condiments,631.5
6,Gorgonzola Telino,Blondesddsl père et fils,Dairy Products,625
6,Alice Mutton,Rattlesnake Canyon Grocery,Meat/Poultry,624
6,Pâté chinois,Rattlesnake Canyon Grocery,Meat/Poultry,600
6,Wimmers gute Semmelknödel,Mère Paillarde,Grains/Cereals,598.5
6,Perth Pasties,Around the Horn,Meat/Poultry,590.4
6,Sasquatch Ale,Antonio Moreno Taquería,Beverages,560
6,Lakkalikööri,Rattlesnake Canyon Grocery,Beverages,540
6,Nord-Ost Matjeshering,Frankenversand,Seafood,517.8
6,Gorgonzola Telino,Rattlesnake Canyon Grocery,Dairy Products,512.5
6,Tarte au sucre,Reggiani Caseifici,Confections,493
6,Tarte au sucre,Trail's Head Gourmet Provisioners,Confections,493
6,Filo Mix,Ricardo Adocicados,Grains/Cereals,490
6,Inlagd Sill,Ricardo Adocicados,Seafood,475
6,Pâté chinois,Blondesddsl père et fils,Meat/Poultry,432
6,Gula Malacca,Tortuga Restaurante,Condiments,408.45
6,Singaporean Hokkien Fried Mee,Ernst Handel,Grains/Cereals,392
6,Rhönbräu Klosterbier,Familia Arquibaldo,Beverages,387.5
6,Steeleye Stout,B's Beverages,Beverages,360
6,Gudbrandsdalsost,Wartian Herkku,Dairy Products,360
6,Tofu,Ottilies Käseladen,Produce,348.75
6,Teatime Chocolate Biscuits,Save-a-lot Markets,Confections,322
6,Mascarpone Fabioli,Berglunds snabbköp,Dairy Products,320
6,Queso Cabrales,Mère Paillarde,Dairy Products,315
6,Vegie-spread,Morgenstern Gesundkost,Condiments,263.4
6,Tofu,Ernst Handel,Produce,255.75
6,Lakkalikööri,Blauer See Delikatessen,Beverages,252
6,Gorgonzola Telino,Tortuga Restaurante,Dairy Products,250
6,Zaanse koeken,Around the Horn,Confections,237.5
6,Original Frankfurter grüne Soße,Trail's Head Gourmet Provisioners,Condiments,234
6,Filo Mix,Around the Horn,Grains/Cereals,210
6,Pavlova,Berglunds snabbköp,Confections,209.4
6,Wimmers gute Semmelknödel,Trail's Head Gourmet Provisioners,Grains/Cereals,199.5
6,Gula Malacca,Folk och fä HB,Condiments,194.5
6,Lakkalikööri,Blondesddsl père et fils,Beverages,180
6,Lakkalikööri,Morgenstern Gesundkost,Beverages,180
6,Chai,Tortuga Restaurante,Beverages,180
6,Chartreuse verte,Trail's Head Gourmet Provisioners,Beverages,180
6,Rhönbräu Klosterbier,Let's Stop N Shop,Beverages,162.75
6,Manjimup Dried Apples,Hungry Owl All-Night Grocers,Produce,159
6,Ikura,Galería del gastrónomo,Seafood,155
6,Genen Shouyu,Let's Stop N Shop,Condiments,155
6,Rhönbräu Klosterbier,Trail's Head Gourmet Provisioners,Beverages,155
6,Rhönbräu Klosterbier,Lehmanns Marktstand,Beverages,155
6,Ravioli Angelo,B's Beverages,Grains/Cereals,117
6,Rhönbräu Klosterbier,Berglunds snabbköp,Beverages,116.25
6,Jack's New England Clam Chowder,Blondesddsl père et fils,Seafood,115.8
6,Guaraná Fantástica,Mère Paillarde,Beverages,112.5
6,Jack's New England Clam Chowder,Ottilies Käseladen,Seafood,86.85
6,Guaraná Fantástica,Save-a-lot Markets,Beverages,81
6,Ravioli Angelo,Blauer See Delikatessen,Grains/Cereals,78
6,Geitost,Reggiani Caseifici,Dairy Products,50
6,Röd Kaviar,Around the Horn,Seafood,45
6,Boston Crab Meat,Trail's Head Gourmet Provisioners,Seafood,36.8
6,Geitost,Trail's Head Gourmet Provisioners,Dairy Products,35
7,Côte de Blaye,Great Lakes Food Market,Beverages,3952.5
7,Alice Mutton,Save-a-lot Markets,Meat/Poultry,3900
7,Sirop d'érable,Ernst Handel,Condiments,3420
7,Raclette Courdavault,Frankenversand,Dairy Products,3080
7,Sir Rodney's Marmalade,Suprêmes délices,Confections,2592
7,Carnarvon Tigers,QUICK-Stop,Seafood,2500
7,Camembert Pierrot,Mère Paillarde,Dairy Products,2380
7,Gudbrandsdalsost,Ernst Handel,Dairy Products,2340
7,Schoggi Schokolade,Rattlesnake Canyon Grocery,Confections,2195
7,Ikura,Save-a-lot Markets,Seafood,2170
7,Raclette Courdavault,HILARION-Abastos,Dairy Products,1925
7,Sir Rodney's Marmalade,Lehmanns Marktstand,Confections,1701
7,Manjimup Dried Apples,Toms Spezialitäten,Produce,1696
7,Raclette Courdavault,Great Lakes Food Market,Dairy Products,1650
7,Manjimup Dried Apples,Hanari Carnes,Produce,1484
7,Lakkalikööri,Save-a-lot Markets,Beverages,1440
7,Singaporean Hokkien Fried Mee,QUICK-Stop,Grains/Cereals,1400
7,Camembert Pierrot,Save-a-lot Markets,Dairy Products,1360
7,Uncle Bob's Organic Dried Pears,Save-a-lot Markets,Produce,1350
7,Raclette Courdavault,Richter Supermarkt,Dairy Products,1320
7,Nord-Ost Matjeshering,Ernst Handel,Seafood,1242
7,Chef Anton's Gumbo Mix,Ernst Handel,Condiments,1105
7,Raclette Courdavault,Mère Paillarde,Dairy Products,1100
7,Camembert Pierrot,Suprêmes délices,Dairy Products,1088
7,Gnocchi di nonna Alice,Toms Spezialitäten,Grains/Cereals,1064
7,Vegie-spread,White Clover Markets,Condiments,1053.6
7,Inlagd Sill,Save-a-lot Markets,Seafood,1045
7,Gustaf's Knäckebröd,Save-a-lot Markets,Grains/Cereals,1008
7,Thüringer Rostbratwurst,GROSELLA-Restaurante,Meat/Poultry,990
7,Alice Mutton,Blondesddsl père et fils,Meat/Poultry,936
7,Schoggi Schokolade,HILARION-Abastos,Confections,877.5
7,Maxilaku,Save-a-lot Markets,Confections,860
7,Pavlova,Ernst Handel,Confections,834
7,Original Frankfurter grüne Soße,Mère Paillarde,Condiments,780
7,Ravioli Angelo,Ottilies Käseladen,Grains/Cereals,780
7,Boston Crab Meat,Save-a-lot Markets,Seafood,772.8
7,Chang,Ernst Handel,Beverages,760
7,Boston Crab Meat,Frankenversand,Seafood,735
7,Gudbrandsdalsost,Lehmanns Marktstand,Dairy Products,720
7,Steeleye Stout,Que Delícia,Beverages,648
7,Maxilaku,Hanari Carnes,Confections,640
7,Chartreuse verte,Hanari Carnes,Beverages,604.8
7,Tarte au sucre,Ottilies Käseladen,Confections,591
7,Mozzarella di Giovanni,White Clover Markets,Dairy Products,556
7,Steeleye Stout,Ernst Handel,Beverages,540
7,Chang,Folk och fä HB,Beverages,532
7,Gnocchi di nonna Alice,Great Lakes Food Market,Grains/Cereals,532
7,Pavlova,Mère Paillarde,Confections,523.5
7,Camembert Pierrot,Wolski  Zajazd,Dairy Products,510
7,Tarte au sucre,Tradição Hipermercados,Confections,493
7,Tarte au sucre,B's Beverages,Confections,493
7,Pavlova,Richter Supermarkt,Confections,486.5
7,Pâté chinois,Tradição Hipermercados,Meat/Poultry,480
7,Röd Kaviar,Hungry Coyote Import Store,Seafood,450
7,Chef Anton's Cajun Seasoning,Tradição Hipermercados,Condiments,440
7,Mozzarella di Giovanni,Save-a-lot Markets,Dairy Products,417.6
7,Konbu,HILARION-Abastos,Seafood,408
7,Pâté chinois,Chop-suey Chinese,Meat/Poultry,403.2
7,Inlagd Sill,La maison d'Asie,Seafood,399
7,Escargots de Bourgogne,Old World Delicatessen,Seafood,397.5
7,Perth Pasties,Wellington Importadora,Meat/Poultry,393
7,Ravioli Angelo,Piccolo und mehr,Grains/Cereals,390
7,Genen Shouyu,Lehmanns Marktstand,Condiments,387.5
7,Inlagd Sill,Richter Supermarkt,Seafood,380
7,Tourtière,Vaffeljernet,Meat/Poultry,372.5
7,Queso Manchego La Pastora,Wartian Herkku,Dairy Products,364.8
7,Uncle Bob's Organic Dried Pears,Rattlesnake Canyon Grocery,Produce,360
7,Chai,Mère Paillarde,Beverages,360
7,Louisiana Fiery Hot Pepper Sauce,Victuailles en stock,Condiments,336
7,Flotemysost,Great Lakes Food Market,Dairy Products,322.5
7,Flotemysost,Mère Paillarde,Dairy Products,322.5
7,Ikura,Du monde entier,Seafood,310
7,Rhönbräu Klosterbier,HILARION-Abastos,Beverages,310
7,Chang,Richter Supermarkt,Beverages,304
7,Uncle Bob's Organic Dried Pears,Vaffeljernet,Produce,300
7,Queso Cabrales,Blauer See Delikatessen,Dairy Products,294
7,Longlife Tofu,Ernst Handel,Produce,288
7,Original Frankfurter grüne Soße,Que Delícia,Condiments,260
7,Louisiana Fiery Hot Pepper Sauce,Piccolo und mehr,Condiments,252.6
7,Louisiana Fiery Hot Pepper Sauce,Hanari Carnes,Condiments,252
7,Outback Lager,Ottilies Käseladen,Beverages,252
7,Outback Lager,Blondesddsl père et fils,Beverages,240
7,Ravioli Angelo,Victuailles en stock,Grains/Cereals,234
7,Rhönbräu Klosterbier,White Clover Markets,Beverages,232.5
7,Outback Lager,Great Lakes Food Market,Beverages,225
7,Lakkalikööri,Frankenversand,Beverages,216
7,Chef Anton's Gumbo Mix,Rattlesnake Canyon Grocery,Condiments,204
7,Gorgonzola Telino,Hanari Carnes,Dairy Products,200
7,Flotemysost,Rattlesnake Canyon Grocery,Dairy Products,193.5
7,Jack's New England Clam Chowder,Folk och fä HB,Seafood,192.5
7,Gnocchi di nonna Alice,White Clover Markets,Grains/Cereals,190
7,Chang,Wolski  Zajazd,Beverages,190
7,Gumbär Gummibärchen,Que Delícia,Confections,187.38
7,Lakkalikööri,Furia Bacalhau e Frutos do Mar,Beverages,180
7,Mozzarella di Giovanni,Vins et alcools Chevalier,Dairy Products,174
7,Longlife Tofu,Chop-suey Chinese,Produce,168
7,Filo Mix,Old World Delicatessen,Grains/Cereals,168
7,Queso Cabrales,Vins et alcools Chevalier,Dairy Products,168
7,Tofu,Toms Spezialitäten,Produce,167.4
7,Sir Rodney's Scones,Que Delícia,Confections,160
7,Guaraná Fantástica,Piccolo und mehr,Beverages,157.5
7,Gumbär Gummibärchen,Lehmanns Marktstand,Confections,156.15
7,Original Frankfurter grüne Soße,HILARION-Abastos,Condiments,156
7,Mascarpone Fabioli,Ernst Handel,Dairy Products,153.6
7,Zaanse koeken,Wellington Importadora,Confections,142.5
7,Aniseed Syrup,Vaffeljernet,Condiments,140
7,Original Frankfurter grüne Soße,Wellington Importadora,Condiments,124.8
7,Jack's New England Clam Chowder,Ottilies Käseladen,Seafood,123.2
7,Geitost,White Clover Markets,Dairy Products,120
7,Pâté chinois,Wilman Kala,Meat/Poultry,120
7,Mozzarella di Giovanni,GROSELLA-Restaurante,Dairy Products,111.2
7,Chai,Wolski  Zajazd,Beverages,108
7,Gustaf's Knäckebröd,Victuailles en stock,Grains/Cereals,100.8
7,Guaraná Fantástica,Ernst Handel,Beverages,100.8
7,Singaporean Hokkien Fried Mee,Vins et alcools Chevalier,Grains/Cereals,98
7,Chartreuse verte,Blauer See Delikatessen,Beverages,90
7,Chartreuse verte,HILARION-Abastos,Beverages,86.4
7,Sir Rodney's Scones,Blauer See Delikatessen,Confections,80
7,Sir Rodney's Scones,Centro comercial Moctezuma,Confections,80
7,Jack's New England Clam Chowder,Hanari Carnes,Seafood,77
7,Chocolade,Furia Bacalhau e Frutos do Mar,Confections,76.5
7,Lakkalikööri,Lehmanns Marktstand,Beverages,72
7,Steeleye Stout,Great Lakes Food Market,Beverages,72
7,Original Frankfurter grüne Soße,Vaffeljernet,Condiments,65
7,Gnocchi di nonna Alice,Rattlesnake Canyon Grocery,Grains/Cereals,60.8
7,Sir Rodney's Scones,Du monde entier,Confections,60
7,Chai,Du monde entier,Beverages,54
7,Guaraná Fantástica,Chop-suey Chinese,Beverages,54
7,Geitost,Suprêmes délices,Dairy Products,50
7,Geitost,Save-a-lot Markets,Dairy Products,35
7,Tourtière,Hungry Coyote Import Store,Meat/Poultry,29.8
7,Filo Mix,Reggiani Caseifici,Grains/Cereals,28
7,Gravad lax,Centro comercial Moctezuma,Seafood,20.8
8,Tarte au sucre,Ernst Handel,Confections,3944
8,Carnarvon Tigers,Folies gourmandes,Seafood,3125
8,Thüringer Rostbratwurst,Godos Cocina Típica,Meat/Poultry,2475.8
8,Gnocchi di nonna Alice,Queen Cozinha,Grains/Cereals,2280
8,Mozzarella di Giovanni,LINO-Delicateses,Dairy Products,2088
8,Grandma's Boysenberry Spread,Mère Paillarde,Condiments,1750
8,Tarte au sucre,QUICK-Stop,Confections,1576
8,Thüringer Rostbratwurst,Comércio Mineiro,Meat/Poultry,1485
8,Boston Crab Meat,QUICK-Stop,Seafood,1470
8,Steeleye Stout,QUICK-Stop,Beverages,1440
8,Queso Manchego La Pastora,Ernst Handel,Dairy Products,1368
8,Sir Rodney's Marmalade,Tradição Hipermercados,Confections,1296
8,Carnarvon Tigers,Hanari Carnes,Seafood,1250
8,Boston Crab Meat,HILARION-Abastos,Seafood,1104
8,Gumbär Gummibärchen,Ernst Handel,Confections,1093.05
8,Uncle Bob's Organic Dried Pears,Folies gourmandes,Produce,1050
8,Camembert Pierrot,LILA-Supermercado,Dairy Products,952
8,Chang,HILARION-Abastos,Beverages,950
8,Perth Pasties,QUICK-Stop,Meat/Poultry,943.2
8,Ipoh Coffee,Wartian Herkku,Beverages,920
8,Ipoh Coffee,Wellington Importadora,Beverages,920
8,Rössle Sauerkraut,Maison Dewey,Produce,912
8,Gustaf's Knäckebröd,Magazzini Alimentari Riuniti,Grains/Cereals,840
8,Gustaf's Knäckebröd,Mère Paillarde,Grains/Cereals,840
8,Perth Pasties,Familia Arquibaldo,Meat/Poultry,820
8,Manjimup Dried Apples,Folies gourmandes,Produce,795
8,Nord-Ost Matjeshering,Familia Arquibaldo,Seafood,776.7
8,Gnocchi di nonna Alice,Mère Paillarde,Grains/Cereals,760
8,Thüringer Rostbratwurst,The Cracker Box,Meat/Poultry,742.74
8,Tarte au sucre,Save-a-lot Markets,Confections,739.5
8,Rössle Sauerkraut,Morgenstern Gesundkost,Produce,728
8,Gudbrandsdalsost,Die Wandernde Kuh,Dairy Products,720
8,Rössle Sauerkraut,Alfreds Futterkiste,Produce,684
8,Camembert Pierrot,Berglunds snabbköp,Dairy Products,680
8,Mozzarella di Giovanni,Rattlesnake Canyon Grocery,Dairy Products,667.2
8,Raclette Courdavault,Berglunds snabbköp,Dairy Products,660
8,Chai,QUICK-Stop,Beverages,648
8,Flotemysost,Hungry Owl All-Night Grocers,Dairy Products,645
8,Lakkalikööri,Königlich Essen,Beverages,630
8,Carnarvon Tigers,Tortuga Restaurante,Seafood,600
8,Ikura,QUICK-Stop,Seafood,595.2
8,Camembert Pierrot,Rattlesnake Canyon Grocery,Dairy Products,571.2
8,Chang,Die Wandernde Kuh,Beverages,570
8,Sirop d'érable,Simons bistro,Condiments,570
8,Ikura,Hungry Owl All-Night Grocers,Seafood,558
8,Pavlova,Ricardo Adocicados,Confections,556
8,Ipoh Coffee,Rattlesnake Canyon Grocery,Beverages,552
8,Chef Anton's Cajun Seasoning,Wartian Herkku,Condiments,550
8,Camembert Pierrot,Lehmanns Marktstand,Dairy Products,544
8,Steeleye Stout,Frankenversand,Beverages,540
8,Schoggi Schokolade,Lehmanns Marktstand,Confections,526.5
